adverbGroupScore,adverbAdjectiveGroupScore,verbGroupScore,emoticonScore,emoticonCount,repetitions,exclamations,fractionInCaps,adverbGroupCount,adverbAdjectiveGroupCount,verbGroupCount
0.0,0.0,0.010312842564964625,0.0,1,0,0,0.0,0,0,17
0.0,-4.382669671925871E-4,0.0,0.0,1,0,1,0.0,0,1,24
0.0,0.0,0.019459366551033495,0.0,0,0,0,0.0,0,0,12
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,6
0.0,0.0,-0.051015663590971344,0.0,0,9,4,0.0,0,1,16
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,11
0.0,0.0,0.05623840445269017,0.0,0,0,0,0.0,0,0,27
0.0,0.0,0.01965326140735589,0.0,0,1,0,0.0,0,0,24
0.0,0.0,0.0,0.0,1,0,1,0.0,0,0,4
0.0,0.0,-0.1778220170838189,0.0,0,0,0,0.0,0,0,26
0.0,0.0,0.017006802721088437,0.0,0,0,1,0.0,0,0,5
0.0,0.0,0.03865424281754004,0.0,0,0,0,0.0,0,0,13
0.0,0.0,0.020833333333333332,0.0,0,0,1,0.0,0,0,23
0.0,0.0,-0.28739598769721875,-0.5,1,0,0,0.0,0,0,7
0.0,0.052083333333333336,0.08333333333333333,0.0,0,0,0,0.0,0,1,7
0.0,0.0,0.0,0.0,0,0,3,0.0,0,0,6
0.0,0.059078467153284665,0.0,0.0,0,0,0,0.0,0,1,14
-0.015625,-0.020368882179830017,0.0,0.0,0,0,0,0.0,1,1,22
0.0,0.0,0.029329796981780645,0.0,0,0,0,0.0,0,0,21
0.0,0.0,-0.2556446457517478,0.0,1,0,0,0.0,0,0,27
0.0,0.0,0.0625,0.0,0,0,0,0.0,0,0,23
0.0,0.020000000000000004,0.0,0.0,0,0,0,0.0,0,1,7
0.0,0.0,0.008715986394557824,0.0,0,0,0,0.0,0,0,14
0.0,0.0,-0.009038049115678126,0.0,0,0,0,0.0,0,0,26
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,3
0.0,0.0,0.0,0.0,0,0,1,0.0,0,0,7
0.0,0.0,0.07438016528925621,0.0,0,0,0,0.0,0,0,19
0.0,0.0,0.0,0.0,0,0,1,0.0,0,0,13
0.0,0.0,0.02737226277372263,0.0,0,0,0,0.0,0,0,8
0.0,-0.001694954879132183,-0.0352891156462585,0.0,0,0,0,0.0,0,1,25
0.0,0.0,0.3679160926681015,0.0,2,1,0,0.0,0,0,20
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,3
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,12
0.0,0.0,0.011507925223967905,0.0,2,0,2,0.0,0,0,21
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,8
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,4
0.0,0.0,0.07054612610129483,0.0,0,0,0,0.0,0,0,19
0.0,0.0,0.27376437372688295,0.0,0,4,6,0.0,0,0,15
0.0,0.0,-0.2864497694852412,0.0,0,0,2,0.0,0,0,9
0.0,0.0,-0.008008970473648859,0.0,0,2,0,0.0,0,1,20
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,12
0.0,0.0,-0.24315693430656934,0.0,0,0,0,0.0,0,0,14
0.0,0.0,0.05,0.0,0,0,0,0.0,0,0,16
0.0,0.0,-0.36624067958385437,0.0,0,0,0,0.0,0,1,26
0.0,0.0,0.21487226277372262,0.0,0,0,0,0.0,0,0,13
0.0,0.0,0.08333333333333333,0.0,0,0,3,0.0,0,1,10
0.0,0.005208333333333333,0.0,0.0,0,0,0,0.0,0,1,2
0.0,0.0,0.010312842564964625,0.0,0,0,0,0.0,0,0,17
0.0,0.0,-0.016562654363885414,0.0,0,0,0,0.0,0,0,17
0.0,0.0,0.30500000000000005,0.5,1,0,2,0.0,0,0,27
0.0,0.0,0.034873025695481966,0.0,0,0,2,0.0,0,1,12
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,7
0.0,0.0,0.0075000000000000015,0.0,0,0,0,0.0,0,0,29
0.0,0.0,-0.3675,0.0,0,0,0,0.0,0,0,24
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,6
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,13
0.0,0.0,-0.3125,0.0,1,0,0,0.0,3,1,22
0.0,0.0,0.02510401230278127,0.0,1,1,5,0.0,0,0,13
0.0,-0.08333333333333333,0.0,0.0,0,0,0,0.0,1,1,17
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,12
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,16
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,11
0.0,0.0,-0.009592663305971328,0.0,0,1,0,0.0,0,0,9
0.0,0.0,0.19023722627737227,0.0,0,0,0,0.0,0,0,12
0.0,0.0,0.08313283822507042,0.0,0,0,1,0.0,0,0,20
0.0,0.0,-0.05,0.0,0,0,1,0.0,0,0,15
0.0,0.0,-0.05375000000000001,0.0,0,0,0,0.0,0,0,14
0.0,0.0,0.14100862641008627,0.5,4,0,0,0.0,0,0,13
0.0,0.0,0.01965326140735589,0.0,0,1,0,0.0,0,0,20
0.0,0.0,0.35250000000000004,0.0,0,2,0,0.0,0,0,15
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,5
0.0,0.0,0.12684239591872035,0.0,0,0,0,0.0,0,0,26
0.0,0.0,0.010948905109489052,0.0,0,1,2,0.0,0,0,21
0.0,0.0,0.007688611654702905,0.0,1,0,0,0.0,0,0,22
0.0,0.0,0.13082786252713186,0.0,0,0,0,0.0,0,0,20
0.0,0.0,0.05113636363636364,0.0,0,0,1,0.0,0,0,12
0.0,0.0,0.0,0.0,0,1,1,0.0,0,0,7
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,3
0.0,0.0,0.0,0.0,1,1,3,0.0,0,0,13
0.0,0.0,-0.06274489742405895,0.0,1,1,0,0.0,0,0,20
0.0,0.0,0.2757139525988142,0.0,0,8,0,0.0,0,0,19
0.0,0.0,0.041970802919708027,0.0,0,0,0,0.0,0,0,12
0.0,0.0,-0.008886394557823134,0.0,0,0,0,0.0,0,0,19
0.0,0.0,-0.04441941009980635,0.0,0,0,0,0.0,0,0,12
0.0,0.0,-0.11754720876051679,0.0,0,0,0,0.0,0,0,13
0.0,0.0,-0.024943310657596373,0.0,0,0,0,0.0,0,0,14
0.0,0.0,-0.17718339229460844,0.0,1,5,0,0.0,0,0,20
0.0,0.0,-0.025309917355371907,0.0,0,2,1,0.0,0,0,6
0.0,0.0,0.038483219297396606,0.0,0,0,0,0.0,0,0,24
0.0,0.0,-0.041666666666666664,0.0,0,0,0,0.0,0,0,28
0.0,0.0,0.05260341519096767,0.0,0,0,0,0.0,0,0,16
0.0,0.0,0.0,1.0,2,0,0,0.0,0,0,9
0.0,0.0,0.010312842564964625,0.0,0,0,0,0.0,0,0,18
0.0,0.0,-0.07136363636363638,0.0,1,2,0,0.0,0,0,15
0.0,0.0,0.0,0.0,0,1,2,0.0,0,0,7
0.0,0.0,-0.022727272727272728,0.0,0,0,0,0.0,0,0,5
0.0,0.0,0.125,0.0,1,0,0,0.0,1,0,10
0.0,0.0,0.4375,0.0,0,0,0,0.0,0,0,12
0.0,0.0,0.30500000000000005,0.5,1,0,0,0.0,0,0,6
0.0,0.0,0.0430389668851459,0.0,0,0,1,0.0,0,0,10
0.0,0.0,0.3958333333333333,0.0,0,1,1,0.0,0,0,17
0.0,0.0,-0.023610987133220268,0.0,4,0,0,0.0,0,0,19
0.0,0.0,-0.2957344211140451,0.0,0,0,0,0.0,0,0,24
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,9
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,8
0.0,0.0,0.10227272727272728,0.0,0,1,2,0.0,0,1,22
0.0,-0.2604166666666667,0.02510401230278127,0.0,0,0,0,0.0,0,1,15
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,9
0.0,0.0,0.025231152417245047,0.0,0,0,0,0.0,0,0,16
0.0,0.0,0.2963765813333971,0.0,1,0,0,0.0,0,0,15
0.0,-0.005453190624576615,0.0,0.0,0,0,2,0.0,1,1,18
0.0,0.0,0.0,0.0,0,8,1,0.0,0,0,7
0.0,0.0,0.2708333333333333,0.0,0,0,0,0.0,0,0,14
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,5
0.0,0.0,0.04096525440184216,0.0,2,0,0,0.0,0,0,17
0.0,0.0,0.03952031092727409,0.0,0,0,0,0.0,0,0,22
0.0,0.0,0.0,0.0,0,0,1,0.0,0,0,21
0.0,0.0,0.05862996131321209,0.0,0,0,0,0.0,0,0,19
0.0,0.0,0.12143882942690694,0.0,1,1,0,0.0,0,0,24
0.0,0.0,-0.009545454545454546,0.5,1,0,0,0.0,0,0,16
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,6
0.0,0.0,0.06694422142664544,0.0,0,0,0,0.0,0,0,14
0.0,0.0,0.07079444071987029,0.0,0,0,0,0.0,0,0,17
0.0,0.0,0.01965326140735589,0.0,0,0,0,0.0,0,0,7
0.0,0.0,0.46875,0.0,1,0,0,0.0,0,0,23
0.0,0.0,0.0821532614073559,0.0,0,0,1,0.0,0,0,19
0.0,0.0,-0.00870533466013397,0.0,0,0,0,0.0,0,1,24
0.0,0.0,0.0,0.0,0,0,0,0.0,0,1,29
0.0,0.0,0.0,0.0,1,0,1,0.0,0,0,14
0.0,0.0,0.0,1.0,1,0,0,0.0,0,1,12
0.0,0.0,-0.05,0.0,0,0,0,0.0,0,0,15
0.0,0.0,-0.05,0.0,0,0,0,0.0,0,0,18
0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,2
0.0,0.0,0.0075000000000000015,0.0,0,0,0,0.0,0,0,5
0.0,0.0,0.19773722627737228,0.0,0,0,0,0.0,0,0,21
0.0,0.0,-0.00439491468584336,0.0,0,0,0,0.0,0,0,12
0.0,-0.1615078732592608,0.0,0.0,0,0,0,0.0,0,2,12
0.0,0.0,0.30500000000000005,1.0,1,0,2,0.0,0,0,12
0.0,0.0,0.0,-0.5,1,0,0,0.0,0,0,11
0.0,0.0,0.3125,0.0,0,0,0,0.0,0,0,11
0.0,0.0,0.039848551853106026,0.0,1,0,1,0.0,0,1,27
0.0,0.0,-0.045000000000000005,0.0,0,0,0,0.0,0,0,23
0.0,0.0,0.2262773722627737,0.0,0,1,1,0.0,0,0,12
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,8
0.0,0.0,0.1717171717171717,0.0,0,0,1,0.0,0,0,19
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,22
0.0,0.26062500000000005,0.041543700330392314,0.0,0,0,0,0.0,0,1,20
0.0,0.0,0.0,0.0,0,1,0,0.0,0,0,22
0.0,0.0,0.01965326140735589,0.0,0,1,0,0.0,0,0,9
0.0,0.0,-0.010949150520182013,0.0,0,0,0,0.0,0,0,6
0.0,0.0,-0.42873476572907804,0.0,0,0,0,0.0,0,0,27
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,7
0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,6
0.0,0.0,0.0,0.0,0,0,1,0.0,0,0,7
0.0,0.0,0.013550230514758769,0.0,0,0,0,0.0,1,1,12
0.0,0.0,0.0,0.0,1,0,0,0.0,0,0,7
0.0,0.0,-0.18322932103055206,0.0,0,0,0,0.0,0,0,12
0.0,0.0,0.012157092481408288,0.0,0,1,5,0.0,0,0,17
0.0,0.0,0.23705458135314364,0.0,0,0,0,0.0,0,0,20
0.0,0.0,-0.05,0.0,0,0,0,0.0,0,0,18
0.0,0.0,-0.031814267917090654,0.0,0,3,1,0.0,1,0,25
0.0,-0.25,0.015861242099060893,0.0,0,0,2,0.0,0,1,21
0.0,0.0,-0.022727272727272728,0.0,0,0,0,0.0,0,0,8
0.0,0.0,0.006276003075695318,0.0,0,0,0,0.0,0,0,15
0.0,0.0,0.125,0.0,0,0,0,0.0,0,0,3
0.0,0.0,-0.00916546212564657,0.0,1,0,0,0.0,0,0,17
0.0,0.0,-0.017045454545454548,0.0,0,0,0,0.0,0,0,8
0.0,0.0,-0.026029630595362785,0.0,0,1,0,0.0,0,1,28
0.0,0.0,0.023621033443192035,0.0,0,0,0,0.0,0,0,25
0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,8
0.0,0.0,-0.012744897424058939,0.0,0,0,0,0.0,0,0,9
0.0,0.0,0.0272108843537415,0.0,0,0,0,0.0,0,0,10
